smorf_id	chrom	strand	smorf_cds_start	smorf_cds_end	n_cds_blocks	smorf_record_type	n_compatible_tx	n_gencode	n_encode	n_espresso	n_parent	n_tx_nmd	nmd_any	nmd_all	n_tx_nsd	nsd_any	nsd_all	n_tx_nsd_confident	nsd_confident_any	n_tx_nsd_truncated_model	nsd_transcripts	cds_internal_stops	cds_geometry_ok	n_tx_main_orf_not_full	main_orf_not_full_any	n_tx_main_orf_start_lost	n_tx_smorf_is_primary_orf	smorf_is_primary_orf_any	host_genes	truncated_main_orf_transcripts	primary_orf_transcripts	nmd_transcripts	disruption_tiers	disruption_qualifying_any	nmd_and_disrupted_any	n_tx_nmd_and_disrupted	nmd_and_disrupted_transcripts	decay_class_counts	geometry_source_biotype
ENST00000413631.1+chr13:110938318-110938677_F:1_P:23_M	chr13	+	110938318	110938677	1	GTF2FastaPatched	5	1	1	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	5	TRUE	none	GENCODE_v50:ENST00000413631.1;ENCODE4:ENSG00000227105[1,1,1];ESPRESSO:ENST00000413631.1;smORF_parent:ENST00000413631.1+chr13:110938318-110938677_F:1_P:23_M;smORF_parent:ENST00000413631.1+chr13:110938978-110939232_F:1_P:26_M	GENCODE_v50:ENST00000413631.1;ENCODE4:ENSG00000227105[1,1,1];ESPRESSO:ENST00000413631.1;smORF_parent:ENST00000413631.1+chr13:110938318-110938677_F:1_P:23_M;smORF_parent:ENST00000413631.1+chr13:110938978-110939232_F:1_P:26_M		A	TRUE	FALSE	0		not_applicable_single_exon:5	NA
ENST00000413631.1+chr13:110938978-110939232_F:1_P:26_M	chr13	+	110938978	110939232	1	GTF2FastaPatched	5	1	1	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	5	TRUE	none	GENCODE_v50:ENST00000413631.1;ENCODE4:ENSG00000227105[1,1,1];ESPRESSO:ENST00000413631.1;smORF_parent:ENST00000413631.1+chr13:110938318-110938677_F:1_P:23_M;smORF_parent:ENST00000413631.1+chr13:110938978-110939232_F:1_P:26_M	GENCODE_v50:ENST00000413631.1;ENCODE4:ENSG00000227105[1,1,1];ESPRESSO:ENST00000413631.1;smORF_parent:ENST00000413631.1+chr13:110938318-110938677_F:1_P:23_M;smORF_parent:ENST00000413631.1+chr13:110938978-110939232_F:1_P:26_M		A	TRUE	FALSE	0		not_applicable_single_exon:5	NA
ENST00000413691.2-chr4:173633881-173634102_F:0_P:8	chr4	-	173633881	173634102	1	GTF2FastaPatched	4	1	0	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000413691.2-chr4:173633881-173634102_F:0_P:8_alt_initiation_1	chr4	-	173633881	173634096	1	AltInitiation	4	1	0	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M	chr4	-	173634054	173634371	1	GTF2FastaPatched	4	1	0	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M	GENCODE_v50:ENST00000413691.2;ESPRESSO:ENST00000413691.2;smORF_parent:ENST00000413691.2-chr4:173633881-173634102_F:0_P:8;smORF_parent:ENST00000413691.2-chr4:173634054-173634371_F:2_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000413731.1-chr17:16746227-16746463_F:1_P:0_M	chr17	-	16746227	16746463	1	GTF2FastaPatched	4	1	1	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000413731.1;ENCODE4:ENSG00000226478[1,1,1];ESPRESSO:ENST00000413731.1;smORF_parent:ENST00000413731.1-chr17:16746227-16746463_F:1_P:0_M	GENCODE_v50:ENST00000413731.1;ENCODE4:ENSG00000226478[1,1,1];ESPRESSO:ENST00000413731.1;smORF_parent:ENST00000413731.1-chr17:16746227-16746463_F:1_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000413818.2+chr20:47353569-47353955_F:0_P:13_M	chr20	+	47353569	47353955	1	GTF2FastaPatched	4	1	1	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000413818.3;ENCODE4:ENSG00000231119[1,1,1];ESPRESSO:ENST00000413818.2;smORF_parent:ENST00000413818.2+chr20:47353569-47353955_F:0_P:13_M	GENCODE_v50:ENST00000413818.3;ENCODE4:ENSG00000231119[1,1,1];ESPRESSO:ENST00000413818.2;smORF_parent:ENST00000413818.2+chr20:47353569-47353955_F:0_P:13_M		A	TRUE	FALSE	0		nmd_immune_last_exon:4	NA
ENST00000414046.3+chr6:31470353-31470385_F:1_P:90_M	chr6	+	31470353	31470385	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000414046.3;ESPRESSO:ENST00000414046.3;smORF_parent:ENST00000414046.3+chr6:31470353-31470385_F:1_P:90_M	GENCODE_v50:ENST00000414046.3;ESPRESSO:ENST00000414046.3;smORF_parent:ENST00000414046.3+chr6:31470353-31470385_F:1_P:90_M		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000414354.3+chr3:197003853-197004510_F:1_P:1	chr3	+	197003853	197004510	2	GTF2FastaPatched	10	2	5	2	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1		A	TRUE	FALSE	0		nmd_immune_last_exon:10	NA
ENST00000414354.3+chr3:197003853-197004510_F:1_P:1_alt_initiation_1	chr3	+	197003859	197004510	2	AltInitiation	10	2	5	2	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1		A	TRUE	FALSE	0		nmd_immune_last_exon:10	NA
ENST00000414354.3+chr3:197003853-197004510_F:1_P:1_alt_initiation_2	chr3	+	197003859	197004510	2	AltInitiation	10	2	5	2	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1	GENCODE_v50:ENST00000414354.4;GENCODE_v50:ENST00000773016.1;ENCODE4:ENSG00000228109[1,4,1];ENCODE4:ENSG00000228109[1,6,1];ENCODE4:ENSG00000228109[3,4,1];ENCODE4:ENSG00000228109[3,6,1];ENCODE4:ENSG00000228109[4,6,1];ESPRESSO:ESPRESSO_chr3_21486_15;ESPRESSO:ENST00000414354.3;smORF_parent:ENST00000414354.3+chr3:197003853-197004510_F:1_P:1		A	TRUE	FALSE	0		nmd_immune_last_exon:10	NA
ENST00000414425.2+chr9:92172355-92172684_F:1_P:14_M	chr9	+	92172355	92172684	1	GTF2FastaPatched	4	1	1	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000414425.2;ENCODE4:ENSG00000224809[1,1,1];ESPRESSO:ENST00000414425.2;smORF_parent:ENST00000414425.2+chr9:92172355-92172684_F:1_P:14_M	GENCODE_v50:ENST00000414425.2;ENCODE4:ENSG00000224809[1,1,1];ESPRESSO:ENST00000414425.2;smORF_parent:ENST00000414425.2+chr9:92172355-92172684_F:1_P:14_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000414613.1-chr2:60937142-60937363_F:1_P:10_M	chr2	-	60937142	60937363	1	GTF2FastaPatched	4	1	1	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000414613.1;ENCODE4:ENSG00000237522[1,1,1];ESPRESSO:ENST00000414613.1;smORF_parent:ENST00000414613.1-chr2:60937142-60937363_F:1_P:10_M	GENCODE_v50:ENST00000414613.1;ENCODE4:ENSG00000237522[1,1,1];ESPRESSO:ENST00000414613.1;smORF_parent:ENST00000414613.1-chr2:60937142-60937363_F:1_P:10_M		A	TRUE	FALSE	0		not_applicable_single_exon:4	NA
ENST00000414615.6-chr19:43796465-43796638_F:1_P:23	chr19	-	43796465	43796638	1	GTF2FastaPatched	21	5	14	1	1	1	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	16	TRUE	16	1	TRUE	LYPD5	GENCODE_v50:ENST00000651184.1;GENCODE_v50:ENST00000594013.6;GENCODE_v50:ENST00000414615.7;ENCODE4:ENSG00000159871[3,3,9];ENCODE4:ENSG00000159871[4,4,10];ENCODE4:ENSG00000159871[2,2,10];ENCODE4:ENSG00000159871[9,2,10];ENCODE4:ENSG00000159871[3,3,10];ENCODE4:ENSG00000159871[2,2,1];ENCODE4:ENSG00000159871[3,3,1];ENCODE4:ENSG00000159871[4,4,2];ENCODE4:ENSG00000159871[2,2,2];ENCODE4:ENSG00000159871[9,2,2];ENCODE4:ENSG00000159871[3,3,2];ESPRESSO:ENST00000414615.6;smORF_parent:ENST00000414615.6-chr19:43796465-43796638_F:1_P:23	ESPRESSO:ENST00000414615.6	GENCODE_v50:ENST00000651184.1	BC	TRUE	TRUE	1	GENCODE_v50:ENST00000651184.1	nmd_immune_last_exon:20;nmd_predicted_50nt:1	NA
ENST00000414615.6-chr19:43796465-43796638_F:1_P:23_alt_initiation_1	chr19	-	43796465	43796626	1	AltInitiation	21	5	14	1	1	1	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	16	TRUE	16	1	TRUE	LYPD5	GENCODE_v50:ENST00000651184.1;GENCODE_v50:ENST00000594013.6;GENCODE_v50:ENST00000414615.7;ENCODE4:ENSG00000159871[3,3,9];ENCODE4:ENSG00000159871[4,4,10];ENCODE4:ENSG00000159871[2,2,10];ENCODE4:ENSG00000159871[9,2,10];ENCODE4:ENSG00000159871[3,3,10];ENCODE4:ENSG00000159871[2,2,1];ENCODE4:ENSG00000159871[3,3,1];ENCODE4:ENSG00000159871[4,4,2];ENCODE4:ENSG00000159871[2,2,2];ENCODE4:ENSG00000159871[9,2,2];ENCODE4:ENSG00000159871[3,3,2];ESPRESSO:ENST00000414615.6;smORF_parent:ENST00000414615.6-chr19:43796465-43796638_F:1_P:23	ESPRESSO:ENST00000414615.6	GENCODE_v50:ENST00000651184.1	BC	TRUE	TRUE	1	GENCODE_v50:ENST00000651184.1	nmd_immune_last_exon:20;nmd_predicted_50nt:1	NA
ENST00000415149.6+chr3:107645888-107710471_F:1_P:2_M	chr3	+	107645888	107710471	2	GTF2FastaPatched	38	22	13	1	2	37	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	29	TRUE	0	1	TRUE	BBX	GENCODE_v50:ENST00000415149.7;GENCODE_v50:ENST00000416476.7;GENCODE_v50:ENST00000930766.2;GENCODE_v50:ENST00000971822.2;GENCODE_v50:ENST00001029245.1;GENCODE_v50:ENST00000896799.2;GENCODE_v50:ENST00000427402.5;GENCODE_v50:ENST00000454540.5;GENCODE_v50:ENST00000431630.5;GENCODE_v50:ENST00000449335.5;GENCODE_v50:ENST00000456817.5;GENCODE_v50:ENST00000456419.5;GENCODE_v50:ENST00000402163.6;GENCODE_v50:ENST00000896804.2;GENCODE_v50:ENST00000896806.2;GENCODE_v50:ENST00000896805.2;GENCODE_v50:ENST00000971825.2;ENCODE4:ENSG00000114439[1,28,13];ENCODE4:ENSG00000114439[1,28,11];ENCODE4:ENSG00000114439[1,28,10]	ESPRESSO:ENST00000415149.6	GENCODE_v50:ENST00000415149.7;GENCODE_v50:ENST00000416476.7;GENCODE_v50:ENST00000930766.2;GENCODE_v50:ENST00000971821.2;GENCODE_v50:ENST00000971822.2;GENCODE_v50:ENST00001029245.1;GENCODE_v50:ENST00001143131.1;GENCODE_v50:ENST00000896799.2;GENCODE_v50:ENST00000896800.2;GENCODE_v50:ENST00000325805.13;GENCODE_v50:ENST00000427402.5;GENCODE_v50:ENST00000431630.5;GENCODE_v50:ENST00000449335.5;GENCODE_v50:ENST00000456817.5;GENCODE_v50:ENST00000456419.5;GENCODE_v50:ENST00000402163.6;GENCODE_v50:ENST00000896804.2;GENCODE_v50:ENST00000896806.2;GENCODE_v50:ENST00000896805.2;GENCODE_v50:ENST00000971825.2	none	FALSE	FALSE	0		nmd_immune_last_exon:1;nmd_predicted_50nt:37	NA
ENST00000415149.6+chr3:107805521-107805595_F:2_P:5_M	chr3	+	107805521	107805595	1	GTF2FastaPatched	37	23	11	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	25	TRUE	1	1	TRUE	BBX	GENCODE_v50:ENST00000415149.7;GENCODE_v50:ENST00000402543.6;GENCODE_v50:ENST00000416476.7;GENCODE_v50:ENST00000896798.2;GENCODE_v50:ENST00000930766.2;GENCODE_v50:ENST00000971822.2;GENCODE_v50:ENST00001029245.1;GENCODE_v50:ENST00000896799.2;GENCODE_v50:ENST00000971823.2;GENCODE_v50:ENST00000896803.2;GENCODE_v50:ENST00000896804.2;GENCODE_v50:ENST00000896806.2;GENCODE_v50:ENST00000406780.6;GENCODE_v50:ENST00000896805.2;GENCODE_v50:ENST00000971825.2;ENCODE4:ENSG00000114439[1,4,3];ENCODE4:ENSG00000114439[1,4,2];ENCODE4:ENSG00000114439[1,3,14];ENCODE4:ENSG00000114439[1,3,4];ENCODE4:ENSG00000114439[1,3,3]	ESPRESSO:ENST00000415149.6		C	TRUE	FALSE	0		nmd_immune_last_exon:37	NA
ENST00000415772.5+chr7:72831658-72833979_F:1_P:4_M	chr7	+	72831658	72833979	2	GTF2FastaPatched	6	2	2	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	6	TRUE	0	6	TRUE	none	GENCODE_v50:ENST00000437201.6;GENCODE_v50:ENST00000415772.6;ENCODE4:ENSG00000225648[1,3,3];ENCODE4:ENSG00000225648[1,4,3];ESPRESSO:ENST00000415772.5;smORF_parent:ENST00000415772.5+chr7:72831658-72833979_F:1_P:4_M	GENCODE_v50:ENST00000437201.6;GENCODE_v50:ENST00000415772.6;ENCODE4:ENSG00000225648[1,3,3];ENCODE4:ENSG00000225648[1,4,3];ESPRESSO:ENST00000415772.5;smORF_parent:ENST00000415772.5+chr7:72831658-72833979_F:1_P:4_M		A	TRUE	FALSE	0		nmd_immune_last_exon:6	NA
ENST00000415794.1+chr3:139493901-139494152_F:0_P:1_M	chr3	+	139493901	139494152	1	GTF2FastaPatched	10	6	1	1	2	2	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731088.1;GENCODE_v50:ENST00000731089.1;GENCODE_v50:ENST00000731090.1;GENCODE_v50:ENST00000731091.1;GENCODE_v50:ENST00000415794.1;ENCODE4:ENSG00000178631[1,1,1];ESPRESSO:ENST00000415794.1;smORF_parent:ENST00000415794.1+chr3:139493901-139494152_F:0_P:1_M;smORF_parent:ENST00000415794.1+chr3:139494552-139494935_F:0_P:6_M	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731088.1;GENCODE_v50:ENST00000731089.1;GENCODE_v50:ENST00000731090.1;GENCODE_v50:ENST00000731091.1;GENCODE_v50:ENST00000415794.1;ENCODE4:ENSG00000178631[1,1,1];ESPRESSO:ENST00000415794.1;smORF_parent:ENST00000415794.1+chr3:139493901-139494152_F:0_P:1_M;smORF_parent:ENST00000415794.1+chr3:139494552-139494935_F:0_P:6_M	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731089.1	A	TRUE	TRUE	2	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731089.1	nmd_immune_last_exon:3;nmd_predicted_50nt:2;not_applicable_single_exon:5	NA
ENST00000415794.1+chr3:139494552-139494935_F:0_P:6_M	chr3	+	139494552	139494935	1	GTF2FastaPatched	10	6	1	1	2	2	TRUE	FALSE	10	TRUE	TRUE	6	TRUE	4	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731088.1;GENCODE_v50:ENST00000731089.1;GENCODE_v50:ENST00000731090.1;GENCODE_v50:ENST00000731091.1;ENCODE4:ENSG00000178631[1,1,1]	0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731088.1;GENCODE_v50:ENST00000731089.1;GENCODE_v50:ENST00000731090.1;GENCODE_v50:ENST00000731091.1;GENCODE_v50:ENST00000415794.1;ENCODE4:ENSG00000178631[1,1,1];ESPRESSO:ENST00000415794.1;smORF_parent:ENST00000415794.1+chr3:139493901-139494152_F:0_P:1_M;smORF_parent:ENST00000415794.1+chr3:139494552-139494935_F:0_P:6_M	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731088.1;GENCODE_v50:ENST00000731089.1;GENCODE_v50:ENST00000731090.1;GENCODE_v50:ENST00000731091.1;GENCODE_v50:ENST00000415794.1;ENCODE4:ENSG00000178631[1,1,1];ESPRESSO:ENST00000415794.1;smORF_parent:ENST00000415794.1+chr3:139493901-139494152_F:0_P:1_M;smORF_parent:ENST00000415794.1+chr3:139494552-139494935_F:0_P:6_M	GENCODE_v50:ENST00000731087.1;GENCODE_v50:ENST00000731089.1	A	TRUE	FALSE	0		nsd_predicted_no_stop:10	NA
ENST00000415807.7+chr3:172398321-172398392_F:2_P:92_M	chr3	+	172398321	172398392	1	GTF2FastaPatched	25	13	10	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	11	TRUE	3	0	FALSE	FNDC3B	GENCODE_v50:ENST00000947475.2;GENCODE_v50:ENST00001003575.1;GENCODE_v50:ENST00000899160.1;GENCODE_v50:ENST00000947473.2;GENCODE_v50:ENST00001003574.1;GENCODE_v50:ENST00001051895.1;GENCODE_v50:ENST00000947474.2;GENCODE_v50:ENST00001051896.1;ENCODE4:ENSG00000075420[9,15,14];ENCODE4:ENSG00000075420[9,15,13];ENCODE4:ENSG00000075420[9,15,11]			C	TRUE	FALSE	0		nmd_immune_last_exon:25	NA
ENST00000415914.4-chr7:108563706-108563933_F:2_P:43_M	chr7	-	108563706	108563933	1	GTF2FastaPatched	17	4	10	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	13	TRUE	3	1	TRUE	PNPLA8;THAP5	GENCODE_v50:ENST00000985280.1;GENCODE_v50:ENST00001052643.1;ENCODE4:ENSG00000177683[1,6,1];ENCODE4:ENSG00000177683[1,7,1];ENCODE4:ENSG00000177683[1,3,1];ENCODE4:ENSG00000177683[1,2,1];ENCODE4:ENSG00000177683[1,6,8];ENCODE4:ENSG00000177683[1,7,8];ENCODE4:ENSG00000177683[1,3,8];ENCODE4:ENSG00000177683[1,2,8];ESPRESSO:ENST00000415914.4;smORF_parent:ENST00000415914.4-chr7:108563706-108563933_F:2_P:43_M;smORF_parent:ENST00000415914.4-chr7:108564897-108564983_F:2_P:14	ESPRESSO:ENST00000415914.4		BC	TRUE	FALSE	0		nmd_immune_last_exon:17	NA
ENST00000415914.4-chr7:108564897-108564983_F:2_P:14	chr7	-	108564897	108564983	1	GTF2FastaPatched	24	8	13	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	20	TRUE	4	2	TRUE	PNPLA8;THAP5	GENCODE_v50:ENST00000985280.1;GENCODE_v50:ENST00001052643.1;GENCODE_v50:ENST00001100771.1;GENCODE_v50:ENST00000313516.5;GENCODE_v50:ENST00000493722.1;GENCODE_v50:ENST00000438865.1;ENCODE4:ENSG00000177683[1,6,1];ENCODE4:ENSG00000177683[1,7,1];ENCODE4:ENSG00000177683[1,3,1];ENCODE4:ENSG00000177683[1,2,1];ENCODE4:ENSG00000177683[1,6,8];ENCODE4:ENSG00000177683[1,7,8];ENCODE4:ENSG00000177683[1,3,8];ENCODE4:ENSG00000177683[1,2,8];ENCODE4:ENSG00000177683[1,2,2];ENCODE4:ENSG00000177683[1,6,5];ENCODE4:ENSG00000177683[1,3,3];ESPRESSO:ENST00000415914.4;smORF_parent:ENST00000415914.4-chr7:108563706-108563933_F:2_P:43_M;smORF_parent:ENST00000415914.4-chr7:108564897-108564983_F:2_P:14	GENCODE_v50:ENST00000493722.1;ESPRESSO:ENST00000415914.4		BC	TRUE	FALSE	0		nmd_immune_last_exon:24	NA
ENST00000415914.4-chr7:108564897-108564983_F:2_P:14_alt_initiation_1	chr7	-	108564897	108564968	1	AltInitiation	24	8	13	1	2	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	20	TRUE	4	2	TRUE	PNPLA8;THAP5	GENCODE_v50:ENST00000985280.1;GENCODE_v50:ENST00001052643.1;GENCODE_v50:ENST00001100771.1;GENCODE_v50:ENST00000313516.5;GENCODE_v50:ENST00000493722.1;GENCODE_v50:ENST00000438865.1;ENCODE4:ENSG00000177683[1,6,1];ENCODE4:ENSG00000177683[1,7,1];ENCODE4:ENSG00000177683[1,3,1];ENCODE4:ENSG00000177683[1,2,1];ENCODE4:ENSG00000177683[1,6,8];ENCODE4:ENSG00000177683[1,7,8];ENCODE4:ENSG00000177683[1,3,8];ENCODE4:ENSG00000177683[1,2,8];ENCODE4:ENSG00000177683[1,2,2];ENCODE4:ENSG00000177683[1,6,5];ENCODE4:ENSG00000177683[1,3,3];ESPRESSO:ENST00000415914.4;smORF_parent:ENST00000415914.4-chr7:108563706-108563933_F:2_P:43_M;smORF_parent:ENST00000415914.4-chr7:108564897-108564983_F:2_P:14	GENCODE_v50:ENST00000493722.1;ESPRESSO:ENST00000415914.4		BC	TRUE	FALSE	0		nmd_immune_last_exon:24	NA
ENST00000416007.9-chr14:36298766-36298903_F:0_P:39_M	chr14	-	36298766	36298903	1	GTF2FastaPatched	33	25	4	3	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	28	TRUE	0	2	TRUE	MBIP	GENCODE_v50:ENST00000905199.2;GENCODE_v50:ENST00000950007.2;GENCODE_v50:ENST00000950009.2;GENCODE_v50:ENST00000359527.12;GENCODE_v50:ENST00000905196.2;GENCODE_v50:ENST00000905197.2;GENCODE_v50:ENST00000905201.2;GENCODE_v50:ENST00000905202.2;GENCODE_v50:ENST00000917538.2;GENCODE_v50:ENST00000917539.2;GENCODE_v50:ENST00000950008.2;GENCODE_v50:ENST00001059957.1;GENCODE_v50:ENST00001091230.1;GENCODE_v50:ENST00000917540.2;GENCODE_v50:ENST00000318473.12;GENCODE_v50:ENST00000905198.2;GENCODE_v50:ENST00000905200.2;GENCODE_v50:ENST00000917537.2;GENCODE_v50:ENST00000917541.2;GENCODE_v50:ENST00001005640.1	ESPRESSO:ENST00000318473.11;ESPRESSO:ENST00000359527.11		B	TRUE	FALSE	0		nmd_immune_last_exon:33	NA
ENST00000416082.1-chrX:86160745-86161191_F:0_P:0_M	chrX	-	86160745	86161191	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000416082.1;ESPRESSO:ENST00000416082.1;smORF_parent:ENST00000416082.1-chrX:86160745-86161191_F:0_P:0_M	GENCODE_v50:ENST00000416082.1;ESPRESSO:ENST00000416082.1;smORF_parent:ENST00000416082.1-chrX:86160745-86161191_F:0_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:3	NA
ENST00000416247.4+chr6:11135910-11135966_F:1_P:30_M	chr6	+	11135910	11135966	1	GTF2FastaPatched	9	5	2	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	0	FALSE	ENSG00000293642;SMIM13	GENCODE_v50:ENST00001114076.1;GENCODE_v50:ENST00000716083.1;GENCODE_v50:ENST00001117183.1			none	FALSE	FALSE	0		nmd_immune_last_exon:9	NA
