smorf_id	category	itemRgb	chosen_tx_source	chosen_transcript_id	chosen_decay_class	chosen_disruption_tier	chosen_disruption_qualifying	n_categories_present	categories_present	n_compatible_tx	nsd_confident_tx	nsd_gate_reason	is_in_908_conjunction
ENST00000464704.1+chr3:122661844-122662071_F:1_P:10_M	dark_green	0,100,0	GENCODE_v50	ENST00000464704.1	not_applicable_single_exon	A	TRUE	1	dark_green	4	0	no_confident_nsd_tx	FALSE
ENST00000464867.1-chr21:25881673-25897626_F:0_P:7_M	dark_green	0,100,0	GENCODE_v50	ENST00000464867.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;gold	70	0	no_confident_nsd_tx	TRUE
ENST00000464938.1-chr1:205718454-205719647_F:2_P:2_M	nsd_disrupted	106,61,154	ENCODE4	ENSG00000069275[2,2,2]	nsd_predicted_no_stop	C	TRUE	3	dark_green;light_green;nsd_disrupted	34	31	confident_nsd_uncontradicted	FALSE
ENST00000465150.6-chrX:48893650-48893902_F:1_P:6_M	dark_green	0,100,0	GENCODE_v50	ENST00000472645.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	51	0	no_confident_nsd_tx	FALSE
ENST00000465268.1-chr1:228108234-228108260_F:2_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000475832.1	nmd_immune_last_exon	B	TRUE	3	dark_green;gold;firebrick	16	0	no_confident_nsd_tx	TRUE
ENST00000465539.3+chr18:35291184-35306121_F:0_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000465539.3	nmd_immune_last_exon	A	TRUE	2	dark_green;gold	33	0	no_confident_nsd_tx	TRUE
ENST00000465539.3+chr18:35306125-35306436_F:0_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000465539.3	nmd_immune_last_exon	A	TRUE	2	dark_green;gold	30	0	no_confident_nsd_tx	TRUE
ENST00000465600.1+chr10:122247719-122247892_F:2_P:19_M	gold	255,215,0	GENCODE_v50	ENST00000465600.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000465640.1+chrX:154441767-154441901_F:0_P:0	dark_green	0,100,0	GENCODE_v50	ENST00000476540.1	nmd_immune_last_exon	BC	TRUE	4	dark_green;light_green;gold;firebrick	6	0	no_confident_nsd_tx	TRUE
ENST00000465681.1-chr7:1025148-1025222_F:2_P:23	dark_green	0,100,0	GENCODE_v50	ENST00000465681.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000465681.1-chr7:1025148-1025222_F:2_P:23_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000465681.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000465681.1-chr7:1025148-1025222_F:2_P:23_alt_initiation_2	dark_green	0,100,0	GENCODE_v50	ENST00000465681.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000465956.1-chr6:33416653-33417333_F:0_P:7_M	dark_green	0,100,0	GENCODE_v50	ENST00000465956.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000465995.6+chr11:31431006-31431329_F:0_P:28_M	light_green	144,238,144	GENCODE_v50	ENST00001100443.1	nmd_immune_last_exon	none	FALSE	1	light_green	9	0	no_confident_nsd_tx	FALSE
ENST00000466078.1+chr13:32650010-32650075_F:2_P:29	dark_green	0,100,0	GENCODE_v50	ENST00000466078.1	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000466377.1+chr4:65573642-65574019_F:2_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000466377.1	not_applicable_single_exon	A	TRUE	1	dark_green	4	0	no_confident_nsd_tx	FALSE
ENST00000466444.7+chr6:116597046-116597147_F:0_P:121_M	light_green	144,238,144	GENCODE_v50	ENST00000466444.7	nmd_immune_last_exon	none	FALSE	1	light_green	8	0	no_confident_nsd_tx	FALSE
ENST00000466479.1+chr7:56062691-56063082_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000466479.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	75	0	no_confident_nsd_tx	FALSE
ENST00000466509.1-chr8:110105875-110105964_F:0_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000466509.1	not_applicable_single_exon	A	TRUE	1	dark_green	4	0	no_confident_nsd_tx	FALSE
ENST00000466609.1+chr3:98657802-98658077_F:0_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000466609.1	not_applicable_single_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ENST00000466830.6+chr3:28322384-28322494_F:1_P:71	light_green	144,238,144	GENCODE_v50	ENST00000466830.6	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000466830.6+chr3:28322384-28322494_F:1_P:71_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000466830.6	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000466941.1+chr1:6588725-6589209_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000466941.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000466976.1+chr9:96484505-96490035_F:2_P:25_M	dark_green	0,100,0	GENCODE_v50	ENST00000466976.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	34	0	no_confident_nsd_tx	FALSE
ENST00000467222.1-chr13:47943374-47954262_F:0_P:8_M	dark_green	0,100,0	GENCODE_v50	ENST00000467222.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	36	0	no_confident_nsd_tx	FALSE
ENST00000467222.1-chr13:47954286-47954549_F:2_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000467222.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000467270.1+chr5:33162179-33162400_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000467270.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ENST00000467270.1+chr5:33162354-33162515_F:0_P:1	dark_green	0,100,0	GENCODE_v50	ENST00000467270.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ENST00000467270.1+chr5:33162354-33162515_F:0_P:1_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000467270.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ENST00000467270.1+chr5:33162354-33162515_F:0_P:1_alt_initiation_2	dark_green	0,100,0	GENCODE_v50	ENST00000467270.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ENST00000467270.1+chr5:33162520-33162804_F:1_P:3_M	dark_green	0,100,0	GENCODE_v50	ENST00000467270.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ENST00000467356.5-chr10:63167222-63167326_F:0_P:33	nsd_disrupted	106,61,154	ENCODE4	ENSG00000171988[11,3,1]	nsd_predicted_no_stop	C	TRUE	3	dark_green;light_green;nsd_disrupted	12	9	confident_nsd_uncontradicted	FALSE
ENST00000467356.5-chr10:63167222-63167326_F:0_P:33_alt_initiation_1	nsd_disrupted	106,61,154	ENCODE4	ENSG00000171988[11,3,1]	nsd_predicted_no_stop	C	TRUE	3	dark_green;light_green;nsd_disrupted	12	9	confident_nsd_uncontradicted	FALSE
ENST00000467648.6+chr2:63841052-63841192_F:2_P:2	dark_green	0,100,0	GENCODE_v50	ENST00000483461.1	nmd_unlikely_within_50nt	BC	TRUE	3	dark_green;gold;firebrick	30	0	no_confident_nsd_tx	TRUE
ENST00000467648.6+chr2:63841052-63841192_F:2_P:2_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000483461.1	nmd_unlikely_within_50nt	BC	TRUE	3	dark_green;gold;firebrick	30	0	no_confident_nsd_tx	TRUE
ENST00000467662.5-chr6:30677288-30679243_F:0_P:3	dark_green	0,100,0	GENCODE_v50	ENST00000467662.5	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	16	0	no_confident_nsd_tx	FALSE
ENST00000467889.3-chr15:68191064-68191108_F:2_P:63	dark_green	0,100,0	GENCODE_v50	ENST00000395465.3	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	23	0	no_confident_nsd_tx	FALSE
ENST00000467889.3-chr15:68193257-68193319_F:2_P:22	dark_green	0,100,0	GENCODE_v50	ENST00000395465.3	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	43	0	no_confident_nsd_tx	FALSE
ENST00000467889.3-chr15:68193257-68193319_F:2_P:22_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000395465.3	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	43	0	no_confident_nsd_tx	FALSE
ENST00000468148.6-chr6:57222018-57222140_F:2_P:2	gold	255,215,0	ENCODE4	ENSG00000112210[1,4,1]	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	16	0	no_confident_nsd_tx	TRUE
ENST00000468148.6-chr6:57222018-57222140_F:2_P:2_alt_initiation_1	gold	255,215,0	ENCODE4	ENSG00000112210[1,4,1]	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	16	0	no_confident_nsd_tx	TRUE
ENST00000468205.5-chr6:31687273-31687724_F:0_P:6_M	dark_green	0,100,0	GENCODE_v50	ENST00000468205.5	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	59	0	no_confident_nsd_tx	FALSE
ENST00000468483.5+chrX:154442125-154442669_F:0_P:15_M	dark_green	0,100,0	GENCODE_v50	ENST00000465640.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	34	0	no_confident_nsd_tx	FALSE
ENST00000468748.7+chr3:184143925-184143969_F:0_P:28	gold	255,215,0	GENCODE_v50	ENST00000484154.2	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	28	0	no_confident_nsd_tx	TRUE
ENST00000468766.1+chr3:74102522-74102704_F:2_P:21_M	dark_green	0,100,0	GENCODE_v50	ENST00000468766.1	not_applicable_single_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ENST00000468844.1-chrX:119790263-119790349_F:1_P:21	gold	255,215,0	GENCODE_v50	ENST00000468844.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000469430.5-chr13:51421179-51421280_F:1_P:17_M	dark_green	0,100,0	GENCODE_v50	ENST00000491723.5	nmd_immune_last_exon	B	TRUE	4	dark_green;light_green;gold;firebrick	15	0	no_confident_nsd_tx	TRUE
ENST00000469600.1-chr3:38126016-38126210_F:2_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000469600.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	9	0	no_confident_nsd_tx	TRUE
ENST00000469796.7-chrX:109643730-109643759_F:1_P:70	dark_green	0,100,0	GENCODE_v50	ENST00000684414.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	42	0	no_confident_nsd_tx	FALSE
ENST00000470017.1+chr1:173485454-173487860_F:0_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000470017.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	29	0	no_confident_nsd_tx	FALSE
ENST00000470487.6-chr3:168025086-168029993_F:1_P:19_M	light_green	144,238,144	ENCODE4	ENSG00000173905[1,8,6]	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	29	0	no_confident_nsd_tx	FALSE
ENST00000470503.1-chr2:75702310-75710797_F:1_P:0_M	dark_green	0,100,0	ESPRESSO	ENST00000470503.1	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	22	0	no_confident_nsd_tx	FALSE
ENST00000470588.1-chr7:151240116-151240202_F:2_P:18	dark_green	0,100,0	GENCODE_v50	ENST00000472789.1	nmd_unlikely_within_50nt	BC	TRUE	3	dark_green;gold;firebrick	28	0	no_confident_nsd_tx	TRUE
ENST00000470703.1+chr6:30560827-30560865_F:1_P:11	gold	255,215,0	GENCODE_v50	ENST00000470703.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000470840.5+chr9:128371362-128389731_F:0_P:0	light_green	144,238,144	GENCODE_v50	ENST00000470840.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000470840.5+chr9:128371362-128389731_F:0_P:0_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000470840.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000470840.5+chr9:128371362-128389731_F:0_P:0_alt_initiation_2	light_green	144,238,144	GENCODE_v50	ENST00000470840.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000470944.1+chr21:31660351-31660572_F:1_P:2	gold	255,215,0	GENCODE_v50	ENST00000470944.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000470944.1+chr21:31660351-31660572_F:1_P:2_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000470944.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000470985.3-chr12:21635545-21638411_F:2_P:3_M	dark_green	0,100,0	GENCODE_v50	ENST00000470985.3	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	39	0	no_confident_nsd_tx	FALSE
ENST00000471359.1+chr20:25294273-25296519_F:1_P:4_M	dark_green	0,100,0	GENCODE_v50	ENST00000471359.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	56	0	no_confident_nsd_tx	FALSE
ENST00000471389.6+chr16:54120677-54120877_F:1_P:149	light_green	144,238,144	GENCODE_v50	ENST00000471389.6	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000471389.6+chr16:54120677-54120877_F:1_P:149_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000471389.6	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000471401.5-chr20:45775549-45791879_F:2_P:0	gold	255,215,0	GENCODE_v50	ENST00000471401.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000471401.5-chr20:45775549-45791879_F:2_P:0_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000471401.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000471401.5-chr20:45775549-45791879_F:2_P:0_alt_initiation_2	gold	255,215,0	GENCODE_v50	ENST00000471401.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000471454.6+chr3:121157625-121205976_F:1_P:15_M	firebrick	178,34,34	GENCODE_v50	ENST00001105508.1	nmd_predicted_50nt	none	FALSE	1	firebrick	20	0	no_confident_nsd_tx	FALSE
ENST00000471534.1-chr3:122740147-122740332_F:1_P:11_M	dark_green	0,100,0	GENCODE_v50	ENST00000471534.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	22	0	no_confident_nsd_tx	FALSE
ENST00000471767.1-chr5:177466831-177467016_F:1_P:2_M	nsd_intact	188,158,217	ENCODE4	ENSG00000113758[1,20,1]	nsd_predicted_no_stop	none	FALSE	3	dark_green;light_green;nsd_intact	5	2	confident_nsd_uncontradicted	FALSE
ENST00000471789.1-chr9:120831808-120833407_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000471789.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000471969.1-chr1:114779202-114780242_F:2_P:3_M	nsd_intact	188,158,217	ENCODE4	ENSG00000052723[1,3,5]	nsd_predicted_no_stop	none	FALSE	3	dark_green;light_green;nsd_intact	5	2	confident_nsd_uncontradicted	FALSE
ENST00000471997.1+chr2:146588852-146589238_F:2_P:4_M	dark_green	0,100,0	GENCODE_v50	ENST00000471997.1	not_applicable_single_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ENST00000472253.1-chr5:134197775-134199117_F:0_P:8_M	dark_green	0,100,0	GENCODE_v50	ENST00000472253.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	44	0	no_confident_nsd_tx	FALSE
ENST00000472301.5+chr3:48989959-48990288_F:1_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000484115.5	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	42	0	no_confident_nsd_tx	TRUE
ENST00000472301.5+chr3:49005546-49005845_F:2_P:7	light_green	144,238,144	GENCODE_v50	ENST00001125537.1	nmd_unlikely_within_50nt	none	FALSE	3	light_green;gold;firebrick	28	0	no_confident_nsd_tx	TRUE
ENST00000472411.1-chr1:201135666-201143903_F:2_P:17_M	dark_green	0,100,0	GENCODE_v50	ENST00000472411.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	31	0	no_confident_nsd_tx	FALSE
ENST00000472558.6-chr12:6538999-6539115_F:0_P:30	dark_green	0,100,0	GENCODE_v50	ENST00000472558.6	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	16	0	no_confident_nsd_tx	FALSE
ENST00000472558.6-chr12:6538999-6539115_F:0_P:30_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000472558.6	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	16	0	no_confident_nsd_tx	FALSE
ENST00000472558.6-chr12:6538999-6539115_F:0_P:30_alt_initiation_2	dark_green	0,100,0	GENCODE_v50	ENST00000472558.6	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	16	0	no_confident_nsd_tx	FALSE
ENST00000472729.1+chr2:61888726-61888830_F:1_P:0	gold	255,215,0	GENCODE_v50	ENST00000472729.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000472729.1+chr2:61888726-61888830_F:1_P:0_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000472729.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000472730.1-chr3:61742458-61742856_F:0_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000472730.1	not_applicable_single_exon	A	TRUE	1	dark_green	4	0	no_confident_nsd_tx	FALSE
ENST00000473208.5-chr3:134180120-134180167_F:1_P:38_M	gold	255,215,0	GENCODE_v50	ENST00000473208.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000473248.1-chr22:17592677-17594855_F:2_P:7_M	dark_green	0,100,0	GENCODE_v50	ENST00000473248.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000474100.1+chr1:151400183-151401376_F:2_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000474100.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000474176.2+chr20:63886883-63887212_F:2_P:0	gold	255,215,0	GENCODE_v50	ENST00000474176.2	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000474176.2+chr20:63886883-63887212_F:2_P:0_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000474176.2	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000474176.2+chr20:63886883-63887212_F:2_P:0_alt_initiation_2	gold	255,215,0	GENCODE_v50	ENST00000474176.2	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000474180.1-chr18:74389887-74390297_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000474180.1	not_applicable_single_exon	A	TRUE	1	dark_green	4	0	no_confident_nsd_tx	FALSE
ENST00000474490.1-chr3:139517630-139517677_F:0_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000474490.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	21	0	no_confident_nsd_tx	FALSE
ENST00000475115.4-chr2:144523649-144524503_F:1_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000475115.5	nmd_immune_last_exon	A	TRUE	1	dark_green	5	0	no_confident_nsd_tx	FALSE
ENST00000475115.4-chr2:144523671-144524543_F:2_P:3	dark_green	0,100,0	GENCODE_v50	ENST00000475115.5	nmd_immune_last_exon	A	TRUE	1	dark_green	5	0	no_confident_nsd_tx	FALSE
ENST00000475115.4-chr2:144523671-144524543_F:2_P:3_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000475115.5	nmd_immune_last_exon	A	TRUE	1	dark_green	5	0	no_confident_nsd_tx	FALSE
ENST00000475226.1-chr11:5225655-5226726_F:0_P:0_M	nsd_disrupted	106,61,154	ENCODE4	ENSG00000244734[2,3,3]	nsd_predicted_no_stop	BC	TRUE	3	dark_green;light_green;nsd_disrupted	24	21	confident_nsd_uncontradicted	FALSE
ENST00000475339.1-chr2:219220450-219222079_F:1_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000475339.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	66	0	no_confident_nsd_tx	FALSE
ENST00000475474.5+chr2:241324233-241336174_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000475474.5	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	6	0	no_confident_nsd_tx	FALSE
ENST00000475697.5+chr1:51760369-51760437_F:1_P:12	gold	255,215,0	GENCODE_v50	ENST00000475697.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000475697.5+chr1:51760369-51760437_F:1_P:12_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000475697.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000475783.1+chr2:119370751-119372315_F:1_P:15_M	dark_green	0,100,0	GENCODE_v50	ENST00000475783.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	43	0	no_confident_nsd_tx	FALSE
ENST00000475919.1+chr1:45568614-45568781_F:0_P:0	gold	255,215,0	GENCODE_v50	ENST00000475919.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000476029.1+chr3:149999683-149999967_F:1_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000476029.1	not_applicable_single_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000476029.1+chr3:150000278-150000556_F:2_P:10_M	dark_green	0,100,0	GENCODE_v50	ENST00000476029.1	not_applicable_single_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000476344.1+chr1:149899640-149900470_F:2_P:1	dark_green	0,100,0	GENCODE_v50	ENST00000476344.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000476609.1+chr2:101860801-101861037_F:0_P:15_M	dark_green	0,100,0	GENCODE_v50	ENST00000476609.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	3	0	no_confident_nsd_tx	FALSE
ENST00000477157.5-chr22:17141593-17141727_F:0_P:25	gold	255,215,0	GENCODE_v50	ENST00000477157.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	8	0	no_confident_nsd_tx	TRUE
ENST00000477232.5+chr2:161385500-161411397_F:2_P:88_M	dark_green	0,100,0	GENCODE_v50	ENST00000477232.5	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	36	0	no_confident_nsd_tx	FALSE
ENST00000477624.1+chr3:48440297-48443879_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000477624.1	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000477755.1+chr1:10430998-10431363_F:1_P:2_M	gold	255,215,0	GENCODE_v50	ENST00000602296.6	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	22	0	no_confident_nsd_tx	TRUE
ENST00000477777.1-chrX:154485542-154486094_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000477777.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	8	0	no_confident_nsd_tx	FALSE
ENST00000477847.6-chrX:55159208-55161022_F:1_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000477847.6	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	7	0	no_confident_nsd_tx	TRUE
ENST00000477973.5-chr3:72372325-72372456_F:1_P:106_M	light_green	144,238,144	GENCODE_v50	ENST00000477973.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000477973.5-chr3:72373467-72373508_F:0_P:88	light_green	144,238,144	GENCODE_v50	ENST00000477973.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000477973.5-chr3:72373467-72373508_F:0_P:88_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000477973.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000477973.5-chr3:72377923-72378081_F:1_P:6_M	dark_green	0,100,0	GENCODE_v50	ENST00000676841.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	12	0	no_confident_nsd_tx	FALSE
ENST00000477988.1-chr2:182925705-182926926_F:0_P:11_M	dark_green	0,100,0	GENCODE_v50	ENST00000477988.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000478010.1+chr22:41515500-41516042_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000478010.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	3	0	no_confident_nsd_tx	FALSE
ENST00000478204.5+chr1:33083709-33083729_F:0_P:9	gold	255,215,0	GENCODE_v50	ENST00000484656.5	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	5	0	no_confident_nsd_tx	TRUE
ENST00000479399.5-chr9:34615043-34615126_F:1_P:21	light_green	144,238,144	ENCODE4	ENSG00000137100[1,10,1]	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	6	0	no_confident_nsd_tx	TRUE
ENST00000479399.5-chr9:34615043-34615126_F:1_P:21_alt_initiation_1	light_green	144,238,144	ENCODE4	ENSG00000137100[1,10,1]	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	6	0	no_confident_nsd_tx	TRUE
ENST00000479399.5-chr9:34615043-34615126_F:1_P:21_alt_initiation_2	light_green	144,238,144	ENCODE4	ENSG00000137100[1,10,1]	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	6	0	no_confident_nsd_tx	TRUE
ENST00000479425.5-chr3:197522738-197522767_F:1_P:6	gold	255,215,0	GENCODE_v50	ENST00000479425.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	57	0	no_confident_nsd_tx	TRUE
