orf_id,smorf_type,Database,in_cohort,qc_flags,disposition,n_peptides,has_site
ENST00000325897.5+chr8:61499917-61499997_F:2_P:30,dORF,Salk,True,[],analysed,1,False
ENST00000553458.6-chr14:74057607-74057651_F:1_P:72,dORF,Salk,True,[],analysed,1,False
ENST00000617246.5+chr3:188886575-188886670_F:0_P:251,dORF,Salk,True,[],analysed,1,True
ENST00000682777.1+chr10:27533018-27533065_F:2_P:18,iORF,Salk,True,[],analysed,1,False
ENST00000460536.1+chr1:43445475-43445648_F:0_P:5,iORF,Salk,True,[],analysed,1,True
ENST00000423027.8+chr18:11884502-11884732_F:0_P:52,dORF,Salk,True,[],analysed,1,True
ENST00000624945.1-chr22:30023555-30023779_F:1_P:59,lncRNA,Salk,True,[],analysed,1,True
ENST00000272937.10-chr2:238239937-238240038_F:0_P:0,uaORF,Salk,True,[],analysed,1,True
ENST00000328599.4+chr8:124452399-124452455_F:0_P:24,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr14_9183_2-chr14:70855840-70855938_F:0_P:6,eORF,Salk,True,[],analysed,1,False
ENST00000394563.4-chrX:86086134-86086337_F:2_P:0,psORF,Salk,True,[],analysed,1,True
ENST00000344823.9+chr16:3402087-3402272_F:0_P:14,iORF,Salk,True,[],analysed,1,True
ENST00000597346.1-chr11:2621896-2621985_F:0_P:1220,lncRNA,Salk,True,[],analysed,1,False
ENST00000286548.9-chr9:77718960-77719136_F:0_P:69,dORF,Salk,True,[],analysed,2,True
ESPRESSO_chr9_29545_50-chr9:8485944-8486192_F:2_P:23,iORF,Salk,True,[],analysed,1,True
ENST00000376362.1-chr9:83748994-83749047_F:0_P:3,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr2_16041_12-chr2:63707638-63707709_F:1_P:44,eORF,Salk,True,[],analysed,1,False
ENST00000395530.6+chr17:20314621-20314800_F:1_P:6,dORF,Salk,True,[],analysed,2,True
ENST00000343267.8-chr3:195579352-195583940_F:2_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000378119.9-chr6:24705404-24705592_F:2_P:29,dORF,Salk,True,[],analysed,1,True
ENST00000420283.3-chr6:116253407-116253544_F:1_P:4,iORF,Salk,True,[],analysed,1,True
ENST00000356864.4+chr8:23117032-23117445_F:2_P:2,dORF,Salk,True,[],analysed,1,True
ENST00000302475.9-chr5:113025028-113025270_F:0_P:36,dORF,Salk,True,[],analysed,1,True
ENST00000261692.7-chr12:123267219-123271856_F:2_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000506637.2-chr4:80386852-80387046_F:0_P:12,psORF,Salk,True,[],untestable_no_peptide,0,
ENST00000508009.6-chr17:49407700-49407840_F:0_P:31,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr3_21246_23-chr3:171082325-171082369_F:0_P:9,iORF,Salk,True,[],analysed,1,False
ENST00000692173.1-chr6:27357322-27357360_F:2_P:64,lncRNA,Salk,True,[],analysed,1,False
ENST00000621575.1+chr13:33849717-33849908_F:0_P:46,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr19_14995_8+chr19:45067453-45067548_F:1_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000628769.1-chr9:69462552-69462572_F:2_P:37,iORF,Salk,True,[],analysed,1,False
ENST00000398805.8+chr9:112471079-112471117_F:2_P:16,dORF,Salk,True,[],analysed,1,False
ENST00000367142.5-chr1:205715800-205715823_F:2_P:80,dORF,Salk,True,[],analysed,1,True
ENST00000575842.5-chr17:81512522-81512779_F:1_P:0,uORF,Salk,True,[],analysed,2,True
ENST00000265433.8-chr8:89982793-89982834_F:1_P:1,uaoORF,Salk,True,[],analysed,1,True
ENST00000565747.5+chr16:23453132-23455551_F:2_P:1,lncRNA,Salk,True,[],analysed,1,True
ENST00000316594.6+chrX:101408223-101411952_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000304056.9-chr7:32868431-32868469_F:2_P:84,dORF,Salk,True,[],analysed,1,False
ENST00000312493.5-chr15:77112365-77112391_F:2_P:37,dORF,Salk,True,[],analysed,1,True
ENST00000555208.1+chr14:77329422-77329496_F:0_P:11,iORF,Salk,True,[],analysed,1,True
ENST00000341426.9-chr1:1752467-1752559_F:2_P:19,dORF,Salk,True,[],analysed,1,False
ENST00000264027.9+chr11:121308808-121308885_F:0_P:57,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr9_30595_51+chr9:128254777-128254821_F:2_P:3,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr17_13006_4-chr17:64145972-64146100_F:0_P:3,eORF,Salk,True,[],analysed,1,False
ENST00000672188.1-chr18:26856127-26856210_F:2_P:1,Iso,Salk,True,[],analysed,1,False
ENST00000624060.2-chr1:183471792-183471944_F:2_P:3,lncRNA,Salk,True,[],analysed,1,True
ENST00000539002.5-chr4:139300665-139300724_F:2_P:10,uORF,Salk,True,[],analysed,1,True
ENST00000559940.1-chr15:78285841-78285876_F:0_P:24,iORF,Salk,True,[],analysed,1,True
ENST00000606261.1+chr7:26185837-26185896_F:1_P:60,dORF,Salk,True,[],analysed,1,False
ENST00000331830.7+chr1:205077947-205078042_F:2_P:87,dORF,Salk,True,[],analysed,1,False
ENST00000677553.1-chr5:138555482-138555514_F:1_P:18,dORF,Salk,True,[],analysed,1,False
ENST00000626826.1+chr12:102331236-102331361_F:0_P:2558,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr18_13492_9+chr18:15479057-15479218_F:0_P:43,eORF,Salk,True,[],analysed,1,True
ENST00000005386.8-chr12:47662667-47662699_F:1_P:65,dORF,Salk,True,[],analysed,1,False
ENST00000255977.7-chr7:140453132-140453212_F:1_P:66,dORF,Salk,True,[],analysed,1,False
ENST00000460848.5+chr10:133399195-133401573_F:2_P:8,doORF,Salk,True,[],analysed,1,False
ENST00000534600.5+chr11:43336116-43336142_F:2_P:40,daORF,Salk,True,[],analysed,1,False
ESPRESSO_chr4_21551_10-chr4:2010872-2011009_F:1_P:11,eORF,Salk,True,[],analysed,1,False
ENST00000453386.7-chr3:185914848-185914913_F:0_P:88,dORF,Salk,True,[],analysed,1,True
ENST00000286201.3+chr2:202033997-202034230_F:2_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000346234.7+chr9:75088515-75088574_F:0_P:0,uORF,Salk,True,[],analysed,1,False
ENST00000371443.6+chr9:137552496-137552555_F:1_P:1,dORF,Salk,True,[],analysed,1,True
ENST00000262160.11-chr18:47818431-47818682_F:1_P:489,dORF,Salk,True,[],analysed,1,False
ENST00000329271.8+chr5:149352398-149352454_F:1_P:39,dORF,Salk,True,[],analysed,1,False
ENST00000595146.1+chr19:58210846-58210878_F:1_P:39,iORF,Salk,True,[],analysed,1,True
ENST00000616342.1-chr11:6611773-6611871_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000270517.12-chr19:11519193-11529132_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr1_606_15-chr1:32334396-32334596_F:2_P:2,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr7_27792_1+chr7:139341354-139345701_F:0_P:0,N-Iso,Salk,True,[],analysed,2,True
ENST00000266604.7-chr12:66120637-66120744_F:0_P:66,dORF,Salk,True,[],analysed,1,True
ENST00000338148.8+chr2:99198027-99198053_F:1_P:52,dORF,Salk,True,[],analysed,1,False
ENST00000407106.5+chr15:80186605-80186703_F:2_P:16,dORF,Salk,True,[],analysed,1,True
ENST00000291572.13+chr21:43982508-43982705_F:1_P:18,dORF,Salk,True,[],analysed,1,True
ENST00000260453.4-chr15:56428805-56428828_F:2_P:53,dORF,Salk,True,[],analysed,1,False
ENST00000467889.3-chr15:68191064-68191108_F:2_P:63,dORF,Salk,True,[],analysed,1,False
ENST00000605123.1+chr5:155492314-155492451_F:1_P:7,psORF,Salk,True,[],analysed,2,False
ENST00000678499.1+chr2:169633207-169636188_F:1_P:13,daoORF,Salk,True,[],analysed,2,False
ENST00000475919.1+chr1:45568614-45568781_F:0_P:0,Iso,Salk,True,[],analysed,1,True
ENST00000356928.2-chrX:143624690-143624800_F:2_P:145,dORF,Salk,True,[],analysed,1,True
ENST00000620145.5+chr22:26670578-26670601_F:1_P:48,lncRNA,Salk,True,[],analysed,1,False
ENST00000216962.9+chr20:25297427-25297825_F:0_P:37,dORF,Salk,True,[],analysed,1,True
ENST00000318469.2+chr5:58495027-58495056_F:1_P:9,dORF,Salk,True,[],analysed,1,False
ENST00000457501.1+chr13:84520502-84520594_F:2_P:11,psORF,Salk,True,[],analysed,1,False
ENST00000585910.5+chr19:36120547-36120678_F:1_P:2,iORF,Salk,True,[],analysed,1,False
ENST00000623157.1-chr1:87806775-87806888_F:2_P:27,lncRNA,Salk,True,[],analysed,1,True
ENST00000417669.6+chr22:43505617-43505691_F:2_P:2,dORF,Salk,True,[],analysed,1,True
ENST00000614874.2+chr12:12717368-12717622_F:2_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000428976.1+chr1:44958823-44958897_F:1_P:7,psORF,Salk,True,[],analysed,1,False
ENST00000485265.2+chr3:41236349-41236504_F:2_P:64,Iso,Salk,True,[],analysed,1,True
ENST00000305943.9+chr1:228494686-228494880_F:0_P:12,dORF,Salk,True,[],analysed,1,True
ENST00000466830.6+chr3:28322384-28322494_F:1_P:71,dORF,Salk,True,[],analysed,1,True
ENST00000684763.1+chr1:236762882-236763046_F:0_P:27,dORF,Salk,True,[],analysed,2,True
ENST00000690414.1+chr2:71420278-71420298_F:1_P:7,lncRNA,Salk,True,[],analysed,1,False
ENST00000623820.1-chr4:186191409-186191489_F:2_P:0,eORF,Salk,True,[],analysed,1,False
ENST00000299705.10+chr15:79311113-79311394_F:2_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000472558.6-chr12:6538999-6539115_F:0_P:30,dORF,Salk,True,[],analysed,1,True
ENST00000371132.8+chr20:58668108-58670514_F:1_P:12,daoORF,Salk,True,[],analysed,1,True
ENST00000526991.3+chr18:11852808-11852873_F:0_P:10,dORF,Salk,True,[],analysed,1,False
ENST00000612566.1-chr15:52017627-52017674_F:2_P:6,lncRNA,Salk,True,[],analysed,1,False
ENST00000263863.9+chr2:85695996-85696043_F:0_P:7,iORF,Salk,True,[],analysed,1,False
ENST00000308159.10+chr16:56845164-56845217_F:0_P:68,dORF,Salk,True,[],analysed,1,False
ENST00000608195.1+chr7:30425348-30425410_F:2_P:11,lncRNA,Salk,True,[],analysed,1,True
ENST00000305123.6-chr2:226799207-226799644_F:1_P:2,uORF,Salk,True,[],analysed,3,True
ENST00000697423.1+chr17:80544893-80545042_F:2_P:2,uORF,Salk,True,[],analysed,1,True
ENST00000632372.3+chrX:124335767-124335868_F:2_P:39,dORF,Salk,True,[],analysed,1,True
ENST00000349792.9+chr1:151242561-151247944_F:0_P:21,daoORF,Salk,True,[],analysed,2,True
ENST00000693507.1+chr11:112290226-112290462_F:1_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000621835.4+chr19:4494445-4498342_F:1_P:17,daoORF,Salk,True,[],analysed,2,True
ENST00000311008.16+chr16:28984444-28984518_F:0_P:4,daoORF,Salk,True,[],analysed,1,True
ENST00000573500.5+chr17:55751094-55767348_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000642456.1-chr7:6003712-6003747_F:2_P:11,uaoORF,Salk,True,[],analysed,1,True
ENST00000585362.7+chr19:1104658-1105418_F:1_P:1,uaoORF,Salk,True,[],analysed,2,True
ESPRESSO_chr5_23708_9+chr5:72848141-72848224_F:2_P:0,uaORF,Salk,True,[],analysed,1,True
ESPRESSO_chr1_712_57+chr1:39427557-39428100_F:2_P:24,iORF,Salk,True,[],analysed,1,True
ENST00000690231.1-chr6:43052724-43053880_F:1_P:1,uoORF,Salk,True,[],analysed,1,False
ENST00000472301.5+chr3:49005546-49005845_F:2_P:7,iORF,Salk,True,[],analysed,1,False
ENST00000370298.9+chr1:93137365-93137388_F:1_P:34,dORF,Salk,True,[],analysed,1,False
ENST00000562952.1-chr1:110940243-110940263_F:2_P:53,lncRNA,Salk,True,[],analysed,1,False
ESPRESSO_chr1_170_8+chr1:9553703-9553762_F:2_P:4,iORF,Salk,True,[],analysed,1,False
ENST00000684908.1+chr15:89400911-89400988_F:2_P:7,lncRNA,Salk,True,[],analysed,1,False
ENST00000300107.7-chr15:65150697-65150765_F:1_P:3,dORF,Salk,True,[],analysed,1,False
ENST00000638919.1-chr19:23274139-23274159_F:0_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000424316.1-chrX:116106921-116107256_F:2_P:27,psORF,Salk,True,[],analysed,1,True
ENST00000262150.7-chr18:66503372-66503443_F:1_P:30,dORF,Salk,True,[],analysed,1,False
ENST00000282018.4+chr13:48707975-48708037_F:2_P:14,dORF,Salk,True,[],analysed,1,False
ENST00000366956.10-chr1:214353515-214353607_F:1_P:68,dORF,Salk,True,[],analysed,1,True
ENST00000283928.10-chr7:27832078-27832146_F:0_P:27,dORF,Salk,True,[],analysed,1,False
ENST00000699328.1-chr2:177234235-177234258_F:0_P:20,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chr3_21295_24-chr3:179571541-179571684_F:1_P:17,eORF,Salk,True,[],analysed,1,False
ENST00000379151.9+chr13:45029880-45029927_F:0_P:54,dORF,Salk,True,[],analysed,1,False
ENST00000286201.3+chr2:202033856-202033993_F:2_P:0,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr10_4228_17+chr10:115945468-115945617_F:2_P:24,dORF,Salk,True,[],analysed,1,True
ENST00000261558.8+chr14:57296588-57296623_F:1_P:237,dORF,Salk,True,[],analysed,1,False
ENST00000403290.6+chr11:13366675-13366770_F:1_P:19,daoORF,Salk,True,[],analysed,1,True
ENST00000367094.6+chr6:158452234-158461635_F:2_P:35,iORF,Salk,True,[],analysed,1,True
ENST00000492302.1+chr1:20638812-20639015_F:0_P:15,iORF,Salk,True,[],analysed,1,True
ENST00000421422.1-chr20:41180243-41180275_F:2_P:89,dORF,Salk,True,[],analysed,1,False
ENST00000331366.10-chr12:38652217-38652246_F:1_P:31,dORF,Salk,True,[],analysed,1,False
ENST00000523674.2-chr8:108201566-108201679_F:0_P:49,daORF,Salk,True,[],analysed,1,False
ENST00000502851.1+chr5:94567757-94567936_F:2_P:3,psORF,Salk,True,[],analysed,1,True
ENST00000606125.1-chr6:57913056-57913172_F:2_P:11,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr1_2776_16-chr1:227145709-227147431_F:1_P:36,iORF,Salk,True,[],analysed,2,True
ESPRESSO_chr3_20611_205-chr3:91133207-91133443_F:1_P:10,eORF,Salk,True,[],analysed,2,True
ENST00000605844.6+chr17:35846991-35847050_F:1_P:6,daORF,Salk,True,[],analysed,1,True
ENST00000302418.5-chr10:32010931-32010981_F:1_P:14,dORF,Salk,True,[],analysed,1,False
ENST00000675954.1+chr6:109775539-109775568_F:1_P:35,iORF,Salk,True,[],analysed,1,False
ENST00000380062.10+chr9:27044746-27047280_F:2_P:34,daoORF,Salk,True,[],analysed,1,False
ENST00000623535.2+chrX:18630710-18630745_F:1_P:125,daORF,Salk,True,[],analysed,1,True
ENST00000368046.8-chr1:160684947-160685069_F:1_P:6,iORF,Salk,True,[],analysed,1,True
ENST00000299204.6-chr14:103558709-103558870_F:2_P:52,dORF,Salk,True,[],analysed,1,True
ENST00000328459.11-chr14:90529872-90529958_F:1_P:121,dORF,Salk,True,[],analysed,1,True
ENST00000467356.5-chr10:63167222-63167326_F:0_P:33,dORF,Salk,True,[],analysed,1,True
ENST00000357277.8+chrX:16946658-16946777_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000371979.7+chrX:111688580-111688630_F:2_P:24,daORF,Salk,True,[],analysed,1,True
ENST00000531120.6+chr11:32604086-32604115_F:0_P:40,dORF,Salk,True,[],analysed,1,True
ENST00000496455.7+chr3:155942059-155942214_F:1_P:138,dORF,Salk,True,[],analysed,1,False
ENST00000292782.9-chr3:182940312-182940374_F:1_P:114,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr2_16946_28+chr2:135724694-135724879_F:2_P:31,dORF,Salk,True,[],analysed,1,True
ENST00000679454.1-chr2:24918725-24918877_F:1_P:4,iORF,Salk,True,[],analysed,1,True
ENST00000497279.5+chr7:55999215-55999376_F:2_P:49,dORF,Salk,True,[],analysed,1,True
ENST00000265909.9-chr11:130873194-130873235_F:2_P:146,dORF,Salk,True,[],analysed,1,True
ENST00000013070.11+chr14:93227455-93227622_F:0_P:54,dORF,Salk,True,[],analysed,1,True
ENST00000367590.9+chr1:180887988-180888038_F:0_P:91,dORF,Salk,True,[],analysed,1,True
ENST00000360689.9+chr14:65743416-65743523_F:1_P:45,dORF,Salk,True,[],analysed,1,True
ENST00000297142.4-chr7:31338829-31338891_F:1_P:11,iORF,Salk,True,[],analysed,1,True
ENST00000338154.11-chrX:53938797-53938907_F:0_P:52,daORF,Salk,True,[],analysed,1,True
ENST00000381800.4-chr12:12356158-12356214_F:2_P:13,lncRNA,Salk,True,[],analysed,2,True
ENST00000302190.9+chr8:96493915-96494145_F:1_P:2,uORF,Salk,True,[],analysed,2,True
ENST00000366777.4+chr1:226940295-226940369_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr1_840_5+chr1:46303753-46316581_F:1_P:2,N-Iso,Salk,True,[],analysed,1,True
ENST00000369124.5+chr1:150150085-150150258_F:1_P:1,uoORF,Salk,True,[],analysed,1,True
ENST00000409120.5-chr2:63440152-63440208_F:0_P:69,uaORF,Salk,True,[],analysed,1,False
ENST00000331581.11-chr11:115169438-115169503_F:1_P:130,dORF,Salk,True,[],analysed,1,True
ENST00000262124.15+chr18:12985523-12985579_F:2_P:5,daORF,Salk,True,[],analysed,1,False
ENST00000681457.1-chr20:58993501-58993737_F:0_P:57,daORF,Salk,True,[],analysed,1,True
ENST00000690490.2+chr11:123062598-123062771_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr3_20776_21+chr3:116556021-116556224_F:0_P:25,lncRNA,Salk,True,[],analysed,1,True
ENST00000618691.5-chr12:76046592-76046708_F:0_P:57,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr10_3703_8-chr10:67796691-67796720_F:1_P:27,dORF,Salk,True,[],analysed,1,False
ENST00000298552.9-chr9:132892467-132892775_F:2_P:58,dORF,Salk,True,[],analysed,2,True
ENST00000343702.9-chr12:95683639-95710478_F:1_P:23,iORF,Salk,True,[],analysed,1,True
ENST00000261366.10+chr5:126777631-126777726_F:1_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000395810.6-chr10:43203305-43203364_F:2_P:3,iORF,Salk,True,[],analysed,2,False
ENST00000301149.8+chr12:50105637-50105684_F:0_P:7,daoORF,Salk,True,[],analysed,1,False
ENST00000262644.9-chr8:56993623-56993688_F:0_P:2,uORF,Salk,True,[],analysed,1,True
ENST00000587762.2-chr19:13828637-13828705_F:1_P:136,lncRNA,Salk,True,[],analysed,1,False
ENST00000565271.1+chr17:76673410-76673460_F:1_P:14,lncRNA,Salk,True,[],analysed,1,False
ENST00000372231.7-chr10:80152679-80152771_F:1_P:34,dORF,Salk,True,[],analysed,1,True
ENST00000661377.2+chr5:88285149-88285247_F:0_P:74,lncRNA,Salk,True,[],analysed,1,False
ENST00000358771.5+chr20:1922596-1922643_F:2_P:11,iORF,Salk,True,[],analysed,1,False
ENST00000263645.10+chr11:2377312-2390455_F:1_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000341567.8+chr7:66921227-66942002_F:2_P:0,uoORF,Salk,True,[],analysed,5,True
ENST00000391864.7+chr19:49114326-49114864_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000608477.1-chr7:128530798-128531067_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000243878.9-chr16:67666384-67666749_F:0_P:0,uoORF,Salk,True,[],analysed,2,True
ESPRESSO_chr11_5294_5-chr11:61877557-61878821_F:2_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000625457.1+chr9:128250804-128253119_F:0_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000340545.9-chr15:37100983-37101084_F:0_P:6,uORF,Salk,True,[],analysed,1,True
ENST00000581208.2-chr17:57979169-57979288_F:2_P:20,iORF,Salk,True,[],analysed,1,False
ENST00000602396.1+chr14:71220807-71220926_F:0_P:28,lncRNA,Salk,True,[],analysed,1,True
ENST00000258962.5-chr17:58002509-58002715_F:2_P:75,dORF,Salk,True,[],analysed,1,True
ENST00000685514.1+chr11:46846411-46846676_F:1_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000468148.6-chr6:57222018-57222140_F:2_P:2,uORF,Salk,True,[],analysed,1,True
ENST00000590889.5-chr19:37266968-37268982_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000323456.9-chr17:58496190-58496237_F:0_P:42,iORF,Salk,True,[],analysed,1,False
ENST00000375774.3+chr13:110715298-110715363_F:1_P:3,uaORF,Salk,True,[],analysed,1,False
ENST00000544017.5+chr19:39490461-39490616_F:0_P:18,dORF,Salk,True,[],analysed,1,True
ENST00000618966.1+chr13:109270915-109271049_F:1_P:18,lncRNA,Salk,True,[],analysed,1,False
ENST00000225916.10-chr17:42117751-42119397_F:0_P:18,daoORF,Salk,True,[],analysed,1,True
ENST00000357460.7-chr14:23277181-23286130_F:1_P:0,uaoORF,Salk,True,[],analysed,1,True
ENST00000373489.10+chr9:125747375-125748603_F:2_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000323853.10-chr2:96289336-96289913_F:2_P:73,iORF,Salk,True,[],analysed,1,True
ENST00000465640.1+chrX:154441767-154441901_F:0_P:0,iORF,Salk,True,[],analysed,1,False
ENST00000546132.2+chr12:123255538-123255906_F:1_P:17,daORF,Salk,True,[],analysed,1,True
ENST00000304611.13-chr6:42978678-42978920_F:2_P:1,iORF,Salk,True,[],analysed,3,True
ENST00000624919.1+chr22:44143382-44143528_F:2_P:39,lncRNA,Salk,True,[],analysed,1,True
ENST00000321870.3+chr8:64580997-64581131_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr16_11471_5+chr16:56608585-56609351_F:1_P:0,N-Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr16_11471_13+chr16:56608585-56609351_F:1_P:0,N-Iso,Salk,True,[],analysed,2,True
ENST00000604200.2-chr6:163413613-163413960_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000619918.1-chr22:18610989-18611213_F:2_P:3,iORF,Salk,True,[],analysed,3,True
ESPRESSO_chr2_16433_45+chr2:95402816-95405315_F:2_P:1,uORF,Salk,True,[],analysed,2,True
ENST00000607520.1+chr15:82756446-82756526_F:0_P:90,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr1_348_44-chr1:19657531-19657572_F:0_P:2,eORF,Salk,True,[],analysed,1,False
ENST00000346249.9+chr20:63875863-63882816_F:2_P:6,iORF,Salk,True,[],analysed,1,True
ENST00000518297.6+chr5:154755693-154755830_F:0_P:4,uaoORF,Salk,True,[],analysed,1,True
ENST00000635932.1-chr17:7915329-7915538_F:2_P:1,daoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr14_8854_29+chr14:31025694-31025756_F:0_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000325167.9+chr17:80991927-80995682_F:0_P:1,uaoORF,Salk,True,[],analysed,1,True
ENST00000447459.7-chr16:27788661-27788882_F:2_P:14,dORF,Salk,True,[],analysed,1,True
ENST00000447036.5+chr2:95402838-95405349_F:0_P:1,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr3_19972_0-chr3:2097756-2097860_F:1_P:2,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr7_27792_31+chr7:139340449-139345701_F:1_P:0,N-Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr20_18109_27+chr20:25295638-25296519_F:1_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000212015.11+chr10:67884658-67884894_F:1_P:0,uoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr3_20214_3+chr3:40309879-40312011_F:1_P:1,N-Iso,Salk,True,[],analysed,1,False
ENST00000361264.9-chr9:34125180-34126411_F:1_P:1,iORF,Salk,True,[],analysed,4,False
ENST00000616140.2-chr8:144401260-144401656_F:0_P:1,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr12_7557_33-chr12:121453182-121453268_F:2_P:0,uaoORF,Salk,True,[],analysed,1,False
ENST00000589161.1+chr19:1261845-1262132_F:0_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000307892.13+chr16:69462882-69462932_F:2_P:14,dORF,Salk,True,[],analysed,1,False
ENST00000291295.14+chr19:46608585-46608916_F:1_P:10,daoORF,Salk,True,[],analysed,1,True
ENST00000461143.1-chr7:83134536-83134610_F:2_P:0,iORF,Salk,True,[],analysed,1,True
ENST00000228136.9+chr11:16757136-16757177_F:0_P:43,dORF,Salk,True,[],analysed,1,True
ENST00000524578.6+chr9:131187008-131187034_F:2_P:50,iORF,Salk,True,[],analysed,1,False
ENST00000490807.5+chr1:232978682-232978750_F:0_P:17,dORF,Salk,True,[],analysed,1,False
ENST00000374583.1-chrX:69162415-69162585_F:0_P:28,iORF,Salk,True,[],analysed,1,False
ENST00000559834.1-chr15:90932346-90932522_F:2_P:0,Iso,Salk,True,[],analysed,1,False
ESPRESSO_chr19_14108_45+chr19:5684892-5685358_F:2_P:2,N-Iso,Salk,True,[],analysed,1,False
ENST00000622945.1+chr1:49994319-49994381_F:0_P:0,eORF,Salk,True,[],analysed,1,False
ENST00000579200.1+chr18:75062081-75062110_F:2_P:8,iORF,Salk,True,[],analysed,1,False
ENST00000328631.10-chr3:48695291-48717220_F:1_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000367876.9+chr1:166839549-166841075_F:0_P:1,uoORF,Salk,True,[],analysed,1,True
ENST00000354421.8+chr11:93763874-93763918_F:2_P:74,dORF,Salk,True,[],analysed,1,True
ENST00000333538.10+chr7:71388388-71415991_F:0_P:10,iORF,Salk,True,[],analysed,1,True
ENST00000624863.1-chr19:21967919-21967999_F:1_P:11,daORF,Salk,True,[],analysed,1,True
ENST00000216743.6+chr14:32154653-32154688_F:2_P:11,daoORF,Salk,True,[],analysed,1,False
ENST00000535829.6+chr12:8775624-8775725_F:1_P:45,daORF,Salk,True,[],analysed,1,True
ENST00000296582.8+chr4:147636345-147636440_F:1_P:67,daORF,Salk,True,[],analysed,1,True
ESPRESSO_chr22_19694_2+chr22:36487483-36487536_F:1_P:6,eORF,Salk,True,[],analysed,1,True
ENST00000660425.1-chr8:103165170-103165313_F:1_P:21,lncRNA,Salk,True,[],analysed,2,False
ENST00000261205.9+chr12:78864824-78864910_F:2_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000295225.10+chr2:95310362-95310463_F:1_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000254799.11-chr4:70817123-70817248_F:0_P:113,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr10_3670_26-chr10:60084633-60084668_F:2_P:3,daoORF,Salk,True,[],analysed,1,False
ENST00000475115.4-chr2:144523671-144524543_F:2_P:3,lncRNA,Salk,True,[],analysed,1,True
ENST00000624514.1-chr17:18109228-18109419_F:0_P:15,eORF,Salk,True,[],analysed,1,True
ENST00000548445.1-chr12:48858133-48858228_F:0_P:10,iORF,Salk,True,[],analysed,1,False
ENST00000261601.8+chr18:211722-211769_F:1_P:46,dORF,Salk,True,[],analysed,1,True
ENST00000465681.1-chr7:1025148-1025222_F:2_P:23,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr2_17490_13-chr2:215383432-215383476_F:1_P:7,iORF,Salk,True,[],analysed,1,False
